gene_name	1-2	1-3	1-4	1-5	1-6	O-1	O-2	O-3
Gm8661	3	5	2	7.54796	2.12781	6.79443	8.79129	5.0207
Gm8662	1.49467	2.33014	7.52785	2.03591	5.76E-23	2.32694	1.15081	1.17542
Gm8663	3.26E-33	1.21616	2.10E-39	1.24828	2.51486	3.72721	2.48693	1.66052
Gm8670	81.0346	80.3879	122.282	96.7253	103.294	31.8228	70.7238	86.9279
Gm8681	3.08427	3.07941	1.02462	3.08485	6.15531	1.0287	1.02881	2.05052
Gm8682	5.14863	3.08949	2.0596	21.6921	10.3167	7.1894	11.3661	5.15652
Gm8692	0	1.29127	2.30513	3.21275	1.10041	0	2.20489	2.80414
Gm8702	50.9109	74.975	69.8407	107.061	86.3123	111.018	95.8267	80.5658
Gm8709	3.52762	2.18601	1.03186	5.23584	5.11745	6.33095	3.08435	2.05049
Gm8712	225.622	308.606	234.263	335.288	331.015	539.407	505.227	465.214
Gm8717	14.8394	16.5582	26.0063	16.7437	8.69661	64.6985	76.2317	60.2762
Gm8722	77.7702	63.4569	106.066	87.9852	66.3014	128.595	167.113	130.851
Gm8730	1172.22	1282.66	1826.99	1776.69	1395.51	2274.12	2479.68	2794.52
Gm8737	26.3012	36.9763	27.7797	43.7698	28.877	65.7813	30.1619	50.2861
Gm8738	3.29167	0	0	1.14899	0	46	6.27418	1
Gm8741	41.6778	60.5779	40.9146	205.036	120.567	25.1138	12.2204	45.1973
Gm8750	20.8831	0.692643	43.5879	63.2901	4.41654	16.2166	125.124	52.1024
Gm8752	189.55	199.271	139.133	33.6876	148.549	345.711	339.89	437.971
Gm8756	29.4391	21.4791	23.5598	40.4786	30.4121	72.2429	60.9454	38.8294
Gm8757	4.65236	9.2868	9.96521	17.5691	5.08228	16.3449	8.89834	6.87295
Gm8762	157.027	107.436	110.662	171.993	82.0467	163.263	166.357	92.4413
Gm8767	322.973	183.189	151.088	192.016	157.619	355.312	326.683	220.049
Gm8770	37.5369	23.2736	26.1535	32.3125	26.2474	102.009	154.187	115.027
Gm8774	4.64169	12.6606	7.86413	3.63558	17.3859	30.0061	12.922	15.4646
Gm8775	2.13087	10.0786	8.85067	4.78896	1.85935	9.84945	12.6128	17.7386
Gm8783	3877.7	3693.84	4514.51	2264.31	3395.51	2218.59	2552.08	3137.44
Gm8784	3.25606	2.07E-39	1.38782	7.24926	9.47959	6.90097	15.9055	28.1967
Gm8797	124.111	59.9938	129.967	131.743	97.1997	142.339	42.0973	63.8183
Gm8802	24.9511	37.6816	44.5954	62.0288	18.0047	90.8098	75.6461	59.8913
Gm8804	33.742	31.9175	54.7094	37.4737	14.2188	36.2269	68.57	53.2244
Gm8805	49.3427	30.1141	40.7444	64.106	28.3639	44.4306	37.7739	24.4661
Gm8806	199.229	124.008	241.532	146.141	101.547	149.551	332.371	294.101
Gm8812	1	2	7.01474	1.01529	4.00428	2.00135	5.00128	4.00708
Gm8814	109.097	102.673	94.897	130.294	127.596	181.517	84.0209	81.4951
Gm8815	1.09545	3.20531	4.02096	5.03395	2.00219	12	3.01796	3.28918
Gm8817	0	0	37	0	0	0	0	0
Gm8818	48.112	32.7195	67.5119	37.1899	47.2729	75.7247	34.465	62.2498
Gm8824	36.851	23.0413	21.356	20.0078	19.6813	30.7879	31.2079	26.3709
Gm8825	53.3831	37.9205	33.9942	51.5232	27.534	66.7932	42.7754	30.5714
Gm8826	1.01	2.03388	2.01444	1.00798	5.10461	0	9.0586	5.04653
Gm8834	1.05491	1.0603	0	1.02151	4.28977	2.0767	2.08165	10.4332
Gm8835	9.46907	1.13165	1.18326	2.3908	2.00502	3.8826	3.58925	7.25453
Gm8837	15.0256	12.0255	19.0384	14.0372	13.0307	19.0293	28.0163	13.0125
Gm8838	13.7685	10.0046	31.2744	10.178	7.15168	34.3401	5.08712	12.6867
Gm8843	9.07581	14.1447	9.02665	10.0475	10.0286	25.3166	18.1694	22.1402
Gm8844	3	2	2.11E-09	7.28974	6.01227	4.0299	17.1932	18.0729
Gm8849	76.9272	54.1348	61.6976	64.1387	64.4506	152.703	81.555	106.251
Gm8850	25.894	0	14.6343	0	9	25.5065	19.8972	0
Gm8856	14.7978	43.7179	75.1168	7.0535	34.6698	40.9094	77.2697	56.7824
Gm8860	1.90E-29	0.864272	5.24816	2.90E-05	6.52842	2.86E-06	7.53E-08	2.31E-05
Gm8862	3.13991	0	1.00439	1.0401	2.09302	1.01E-33	1.0136	2.10394
Gm8864	46.3658	30.0297	27.7551	37.9107	26.0006	63.1806	56.6376	34.0684
Gm8865	15.6034	19.7082	29.7151	35.9561	25.9076	50.9894	10.6554	27.2371
Gm8871	2.34E-27	5.35668	15.3399	6.78E-13	0	0	0	0
Gm8880	1	3	0	1	5	1	1	0
Gm8890	11.1638	0	3.33E-15	2.73E-15	0	0	0	0
Gm8894	946.828	593.841	1275.83	1215.47	816.814	1320.62	1014.01	721.149
Gm8897	1.74E-07	0	27.4364	4.31E-14	0	0	0	0
Gm8899	82.0092	150.025	99.1254	88.2405	50.8309	119.882	131.399	114.197
Gm8902	2.06697	1.03931	1.06623	10.0927	0	1	14.4044	0
Gm8907	10.3043	5.409	7.63028	12.0219	6.42659	20.3373	13.9868	13.5874
Gm8909	200.158	235.62	299.291	171.727	282.502	281.628	329.573	391.604
Gm8913	2.00721	1.00904	3.03192	0	3.05751	1	1.00959	2.02008
Gm8918	16.4307	1.10611	3.24019	5	13.3649	5.09088	11.2956	18.8216
Gm8919	4	3.22562	1	2.01919	2	2	2.02912	5.28449
Gm8927	45.1162	32.048	37.4576	48.6287	36.9783	65.248	65.4587	32.4768
Gm8930	21.6582	15.0853	17.9766	28.5725	7.16797	48.6833	89.6803	69.0659
Gm8935	4.06917	5.23599	3.35506	32.3018	6.26707	10.6302	43.4193	29.5779
Gm8941	1.10689	2	3.04297	5.05516	1.11165	15.0229	8.22796	1.04627
Gm8955	3.13408	3.15323	2	3.24682	0	2.01344	2.0062	2.03565
Gm8957	3.1284	2.39546	0	2.13E-26	3	2.19499	4.2101	3.24092
Gm8960	6.87E-12	6.43459	2.90E-13	8.58162	12.4623	4.6992	9.36722	6.38665
Gm8963	3.00005	2	4	0	2.00005	1	0	2
Gm8971	52.0324	44.7982	72.7582	109.902	54.8959	144.404	59.3862	70.4116
Gm8974	6.41199	7.17E-14	17.7509	27.0208	13.8917	11.7601	8.25332	12.4005
Gm8979	86.5359	2.08513	10.6077	4.40E-06	1.51899	4.73738	6.45542	172.063
Gm8982	36.4724	8.40336	5.05439	0.0144629	86.5964	24.2051	1.32E-06	0.209357
Gm8983	132.611	180.96	153.291	147.11	174.999	218.571	372.563	282.123
Gm8984	19.6892	8.33403	4.90446	10.8418	13.766	23.3244	9.61342	10.6163
Gm8989	12.5322	9.98583	14.2979	16.9998	16.6663	4.48144	11.0981	18.6699
Gm8995	19764.7	24288.3	43265.1	18295.7	25312.9	14131.7	15353.2	21319.9
Gm9001	0	23.1252	2.2879	16.4053	0	7.95803	12.8864	5.34872
Gm9009	1.16162	4.79732	1.36197	7.28511	5.23434	2.05E-21	6.43536	9.91714
Gm9022	13.1002	8.67286	5	10.035	8.80616	10.0864	4.06644	2
Gm9023	5	4.00113	7	2.00083	6	2.00194	3.00169	4
Gm9025	6134.98	7875.93	11645.7	7519.15	7459.84	9929.46	15343.4	17210.5
Gm9027	2.80956	4.32161	7.83E-14	24.3222	0	0	26.4101	17.546
Gm9029	2.78374	0.186091	7.95429	2.06674	6.8598	15.8367	8.74636	22.3087
Gm9030	2.78374	0.186091	7.95429	2.44732	6.8598	15.8367	39.9737	22.3087
Gm9034	32.7266	22.2751	12.4382	43.3644	25.1746	31.2766	31.2276	24.2183
Gm9042	137.831	103.549	143.204	77.4186	133.652	178.256	371.449	343.526
Gm9045	3.81714	1.3254	1.68327	2.99079	5.41175	4.21075	9.76971	17.3823
Gm9048	0.0320948	0.555191	1.68327	1.73293	0.130794	3.70316	1.51065	2.18432
Gm9049	3.81714	1.3254	1.68327	2.99079	5.41175	4.21075	9.76971	17.3823
Gm9051	4.24848	3.08099	9.13479	13.6382	7.29031	9.20624	13.3118	10.2271
Gm9061	25.7706	19.9725	12.013	32.5282	10.7671	30.3176	34.7639	25.366
Gm9062	10	6	14	6	12	21.0506	7	19.0957
Gm9063	8.44833	4.37644	4.77328	4.41055	0	2.06426	3.25457	9.66841
Gm9067	32.4043	73.1481	38.1287	33.6431	43.2004	98.022	124.21	181.66
Gm9081	35.3434	14.0976	22.5366	26.9419	12.3306	29.5279	27.3011	19.687
Gm9085	49.1889	6.02951	0	1.01865	33.796	57.8598	2.18416	6.08846
Gm9089	3.06423	8.17452	6.15216	7.15062	10.2191	12.2525	10.2342	18.4167
Gm9104	3.43947	0.417463	2.9317	9.43099	1.83154	8.61953	30.3204	6.46166
Gm9105	93.447	84.483	91.1262	50.3557	116.135	129.556	378.629	295.636
Gm9108	1.49142	13.6343	39.4131	10.1061	35.8551	28.3564	36.5557	19.3255
Gm9109	0	5	27.5293	8.67194	0	2.06844	19.2994	14.922
Gm9114	0.00865083	6.60503	4.06948	8.28086	2.5241	47.5994	40.6456	6.96116
Gm9115	349.977	263.161	172.485	354.983	310.843	345.796	426.394	498.257
Gm9118	33.6237	13.9928	14.4238	60.7296	28.2842	81.4587	101.019	76.5679
Gm9120	19.8647	16.5928	9.25838	24.4012	7.07301	33.8301	22.4771	12.8556
Gm9127	5.04805	1.57835	3.80905	2.94987	1.46234	4.69344	5.74498	6.31275
Gm9129	1.00259	4.01488	5.89357	0	2.26683	11.2592	13.0403	7.01142
Gm9134	17.763	42.8308	15.859	25.6608	54.8579	43.9352	90.3994	39.847
Gm9135	0.0231191	3.20E-06	6.30958	5.12033	2.35978	4.64829	2.04179	1.75769
Gm9139	0	0	0	0	0	6	1	3
Gm9142	13.7987	8.61725	4.03738	8.05339	7.89092	19.6243	5.72966	7.94872
Gm9146	8.11346	4.25243	3.96072	5.33135	2.49014	14.9582	12.8875	13.2143
Gm9149	15.8647	0.00409612	8.38842	1.95E-07	0.000156864	6.08154	4.34866	3.49E-05
Gm9162	17.6714	4.23158	1.62E-08	5.09913	2.24588	4.63124	3.02E-15	1.67285
Gm9164	16.4202	21.699	15.3929	25.4539	9.57899	28.967	18.7638	21.6346
Gm9165	3.35921	1.04614	0	18.9259	0	17.4084	1.23216	50.8466
Gm9167	4.14867	3.14864	5.57835	3.7691	1.51E-28	6.02959	5.72679	7.23679
Gm9169	129.429	134.047	148.689	130.656	157.688	209.988	146.997	143.054
Gm9172	3.11292	17.8478	17.8446	12.4547	11.4486	16.739	21.8807	19.8556
Gm9173	10.3047	16.7201	9.14826	29.2402	5.7576	33.9994	38.8802	30.7632
Gm9174	29.9062	28.1026	30.664	68.3176	44.3072	58.5244	62.8759	44.8377
Gm9176	1353.61	782.25	1506.24	1170.82	493.65	393.883	271.024	268.228
Gm9182	0	6.45233	1.19564	1	0	12.4313	4.4254	9.4786
Gm9192	0	0	2	4.14742	0	4	3.01716	1.37E-24
Gm9198	98.7934	0	0	0	0	0	0	0
Gm9200	20.1192	5	14.7096	18.1605	31.3746	23.1107	21.2252	9.9386
Gm9202	16.0378	12.0278	16.3117	34.2088	8.07345	17.0509	25.1203	19.0384
Gm9204	10.9314	10.3396	8.52938	12.534	11.2648	24.3652	17.1199	8.59847
Gm9207	77.963	70.3238	44.6725	86.3756	45.6329	53.3003	96.645	123.561
Gm9211	11.92	9.61156	6.45357	14.1251	8.87581	10.7324	14.9195	13.1081
Gm9212	2.01943	10.0849	4.04855	11.0845	4.03918	13.1062	10.0863	23.7116
Gm9214	4.6252	2.18E-36	0	0	0	5.5057	5.29782	6.10688
Gm9230	14.003	8.00156	11.0028	18.004	17.0042	24.0045	11.002	6.0012
Gm9231	18.2478	25.3135	18.23	18.1004	23.8239	20.9947	32.6118	26.4742
Gm9234	4.40E-21	1.57932	2.51E-10	1.93684	8.25E-16	8.81754	1.58489	0.000997805
Gm9238	5.22681	9.75E-29	5.89559	1.47999	4.6611	3.44E-23	1.45E-22	3.32E-25
Gm9240	25.4896	61.1655	91.4667	64.2127	94.3463	97.5485	149.259	160.34
Gm9247	5813.77	3750.71	3472.32	4494.16	3854.46	4919.91	5851.79	4017.64
Gm9256	0	13.1736	1	0	0	0	31.7788	51.047
Gm9260	189.505	199.617	202.351	291.424	292.113	258.561	257.855	262.19
Gm9266	4.05319	7.0645	3	8.05818	4.04588	12.2427	4.0484	7.08484
Gm9273	4.00423	3.01689	6.02305	0	2.00947	6.02269	9.02101	9.03668
Gm9274	2	1.04257	1	5.15782	2.78356	5.95701	2.02132	3.04568
Gm9276	1.03E-12	3.39107	2.38E-20	3.17817	3.69615	1.74034	2.03E-13	3.50E-17
Gm9278	0	3.20975	3.8891	15.17	1.30993	0	2.15781	2.66885
Gm9279	2.01246	2.00606	0	0	0	1	8.06071	0
Gm9284	0	0	3	0	0	2.04823	1.00712	6
Gm9290	2.01888	0	0	2.18428	2	3.1373	3	3.28053
Gm9294	19.5691	12.1149	19.2705	15.14	5.00964	23.3872	15.4685	20.0828
Gm9299	11.5801	0.108811	51.2733	29.2007	6.06162	12.5864	23.3289	26.6344
Gm9300	2.03551	7.07861	6.04283	4.03363	2.05148	13.2025	5.10035	7.12135
Gm9308	16.1484	24.6372	12.0738	31.0455	24.8394	37.9198	11.5687	15.967
Gm9315	4.794	1.19777	1.20646	7.27765	2.40073	5.06282	2.39497	5.95546
Gm9320	57.1068	70.5419	29.0577	100.034	151.083	79.3176	54.8845	30.0326
Gm9333	49.0894	1.27597	45.2576	20.7538	17.344	94.0806	79.7312	98.5052
Gm9341	12.5706	10.1843	7.51723	5.57818	8.31346	23.4673	16.084	9.17949
Gm9349	259.452	308.772	260.265	407.981	343.543	429.506	258.5	241.476
Gm9358	9.22861	10.6464	9.70973	13.6173	12.4842	13.2929	8.09696	5.44338
Gm9360	1.00002	0	4.00029	3.00004	1.00004	2.00729	0	2.00002
Gm9370	0	0	1	1.75452	2	3	1	1.99034
Gm9381	9.25769	2.29065	2.41422	5.08876	9.6539	8.83158	8.90816	4.99589
Gm9385	406.331	397.076	451.638	852.313	573.273	731.717	628.724	570.707
Gm9387	15.6005	53.6104	10.0902	8.17973	49.7416	56.7766	51.6998	42.4294
Gm9391	1.84078	6.36217	2.07496	2.97105	10.0027	6.77134	3.37546	3.67771
Gm9392	200.301	332.135	327.246	195.388	189.978	744.431	986.982	796.629
Gm9396	2.66385	5.7225	5.71474	9.22109	1.11077	12.7272	7.80E-06	15.8459
Gm9397	29.3585	26.6387	12.0814	39.1163	23.7248	38.8312	48.5206	35.635
Gm9399	5.03121	4.0174	2.01639	1.00367	3.02443	6.03818	6.03981	9.05804
Gm9402	11.9452	13.7939	20.7713	35.4141	20.9585	15.547	22.5884	19.6714
Gm9410	0	3.11308	2	5.07939	0	1	8.10921	8.12591
Gm9419	7.97459	11.4097	11.4272	9.04398	6.81186	10.2904	5.68162	3.35352
Gm9423	1	1	1.08768	3.05461	1.0287	6.4334	15.3724	2.28609
Gm9434	79.6805	75.6115	86.3625	43.4518	86.5094	99.2812	137.604	145.755
Gm9436	0	1.01006	2.01934	1.01227	1.06817	2.01961	3.16573	4.03901
Gm9439	6.57028	6	6	4.04396	10.6668	24.3563	5.3408	4.57291
Gm9457	5.3357	1.20812	1.22782	1.7223	3.20226	1.58E-36	7.78699	1.09748
Gm9463	3.01323	1.00161	1.00496	3.03367	2.02167	2.00469	0	3.00435
Gm9465	7	24	57	25	40	26	8	6
Gm9474	2.0422	1.01245	0	0	0	2.02556	8.06991	2.00759
Gm9484	4	37	0	82	65	72	59	9
Gm9487	1.06168	2.72166	5.58888	9.5194	5.17473	4.54504	1.76E-31	5.36071
Gm9493	285.315	269.827	197.184	427.793	256.419	364.196	433.234	317.136
Gm9497	13.5217	14.8106	51.6379	22.4484	20.65	10.6728	39.8155	9.73633
Gm9504	1	12.839	2.34418	1.34054	2.67046	12.0076	4	4.22294
Gm9509	21.9956	20.8185	24.2311	27.2483	45.8649	77.6016	127.776	119.531
Gm9512	2.66845	1.01E-12	1.72E-08	7.26E-08	4.0658	32.8176	5.19424	5.50927
Gm9514	294.774	330.597	283.237	284.166	447.923	616.459	1159.18	880.286
Gm9517	1222.39	1316.58	1205.56	1316.67	1309.85	1344.75	1317.22	1229.02
Gm9522	37.5735	49.3559	60.463	56.2704	58.6938	24.7901	34.1149	96.0566
Gm9523	30.4278	94.8454	36.0147	133.5	103.082	200.889	487.915	387.048
Gm9530	2	38	69	22	91	28	32	29
Gm9531	517.722	456.282	315.799	729.008	227.863	1054.11	1557.26	1141.66
Gm9536	1.0092	0	2.01761	1.00724	8.06351	1.00897	3.03076	0
Gm9540	4	3.04154	5	6.12532	5.01617	16.523	13.038	16.1169
Gm9544	1.00444	3.06231	0	1.0022	0	2.03605	7.08186	1.01348
Gm9556	0	1	0	4	1	1	4	2
Gm9563	4	8	6	4.02789	7.00415	23.0257	6	5.01482
Gm9568	17.5148	9.65648	9.96997	21.4745	7.9077	22.6647	20.5942	14.8094
Gm9570	179.359	133.323	178.784	152.811	158.666	148.267	287.746	319.807
Gm9574	15.0415	25.0483	15.0353	17.9508	4.01182	9.035	17.0456	15.0474
Gm9575	30.1481	72.0748	66.0559	75.6985	53.831	150.311	180.218	202.928
Gm9577	0	0	2	0	0	1.02042	1.02447	7.02886
Gm9595	119.657	138.412	99.326	101.839	82.8477	128.63	108.664	120.874
Gm9604	0	0	2.06E-06	0.681803	0	5.95336	4.02106	10.0791
Gm9616	95.9653	40.2036	110.475	67.3957	32.5406	133.6	102.767	79.0285
Gm9619	21.2942	11.1486	20.6208	24.1116	13.0811	46.6266	37.2377	29.8754
Gm9621	2	3	0	4.18919	1.31702	1	5	1.01834
Gm9625	219.332	224.3	264.304	265.421	269.027	289.791	349.899	392.703
Gm9645	1.01734	0	1.01286	2.54881	2.24382	7.2406	2.85565	3.04739
Gm9658	15.1251	14.2681	29.3638	42.4757	8.27965	56.5913	27.369	13.114
Gm9687	9	26.1989	11	38.1712	0	1.00219	26.0477	7.01904
Gm9694	0	0	48	2	0	53	67	0
Gm9706	17.4765	24.705	36.0754	30.8168	40.1605	22.6731	11.3337	15.4475
Gm9710	0	3.07752	0	2.02531	0	3.07037	2.02439	0
Gm9711	26.5415	17.2372	21.8589	57.9606	34.0396	37.6729	30.0937	20.335
Gm9719	6.1968	0	0	1.05225	19.9726	2.40641	0	0
Gm9722	4.14E-18	5.72E-25	4.76E-15	2.89366	2.84733	4.6414	1.90E-09	1.84753
Gm9725	4	12	36.4492	42.2637	17	13	115.062	3.75718
Gm9726	7.17E-15	0	0	0	0	49.9119	13.4958	19.5887
Gm9727	1041.53	632.961	650.66	1057.72	812.92	1017.05	721.158	607.566
Gm9728	5.066	5.3024	8.08368	3.04901	5.92623	20.2398	17.6759	19.8759
Gm9729	2.09779	3.03685	4.0653	6.1309	0	6.04275	5.06297	1.02127
Gm9733	505	897	1479.37	1250	1121	990	1089	1295
Gm9752	9.90907	129.035	149.058	129.495	27.2782	85.0086	90.1727	95.961
Gm9754	6.03E-22	16.495	0	1.69E-07	0	3.67E-14	0	0
Gm9755	0	54.1207	0	0	0	0	217.987	188.032
Gm9761	533.088	370.958	566.084	449.209	414.214	290.738	397.488	447.006
Gm9762	2181.1	2241.34	2662.77	2830.39	2900.79	3302.03	2394.92	2134.06
Gm9771	22.4544	26.4344	6.14993	10.314	39.7651	17.2121	26.5006	20.41
Gm9774	1740.56	2012.54	2064.89	1877.93	1915.37	3304.02	3462.81	4085.59
Gm9776	99	0	0	0	0	0	0	0
Gm9788	0	0	13	6	0	3	33	19
Gm9790	1404.58	811.174	866.258	1667.58	670.6	1344.66	750.672	535.907
Gm9791	599.43	588.951	989.134	829.553	760.907	993.89	956.096	1134.73
Gm9794	1163.65	896.545	1177.28	1469.64	1124.19	1187.48	746.572	752.906
Gm9796	0	0	0	27	24	0	0	171
Gm9797	99.3198	40.553	72.9737	75.7338	31.7194	72.6911	101.567	93.2909
Gm9800	8.07525	3.47732	13.074	22.9408	8.92294	24.2455	27.5919	17.8517
Gm9803	225.589	104.247	148.994	218.745	159.918	360.604	330.579	177.732
Gm9806	3.36141	5.74356	4.72982	11.8744	8.95913	2.72579	1.23E-12	4.57E-38
Gm9812	30.3783	147.372	113.303	13.3959	106.128	29.8293	122.313	151.986
Gm9816	168.899	291.032	235.449	299.332	428.944	684.158	1317.46	910.374
Gm9821	14	0	34.6388	4.04768	0	2.01937	11.1448	0
Gm9824	25.0793	6.11967	27.2054	52.1882	17.8453	38.4358	77.9997	43.6366
Gm9828	19.2621	17.1298	32.9691	5.32785	54.1869	43.4663	35.8821	22.1983
Gm9830	635.967	343.658	360.332	481.383	285.307	546.879	375.207	300.963
Gm9833	0	0	0	13.7721	0	0	0	18.6256
Gm9843	13680.3	8041.42	10667	13512.6	8429.58	11562.4	7838.72	6524.41
Gm9844	564.595	469.766	569.084	1109.19	657.748	1436.75	1512.88	829.908
Gm9845	152.658	246.203	157.072	149.667	240.6	471.715	503.625	549.631
Gm9856	41.548	109.263	44.1499	194.28	3	268.352	152.103	51.1745
Gm9869	0	9	11	0	0	0	0	0
Gm9870	125.917	191.794	128.035	130.969	193.325	48.8128	32.5245	59.3734
Gm9874	0	4	66	0	11	0	0	44
Gm9887	47.1822	136.263	64.3957	259.725	62.1198	116.309	178.387	262.696
Gm9888	139.181	68.471	42.0766	11.0363	35.2132	47.3257	81.3581	51.3328
Gm9889	0	19	0	0	0	0	0	0
Gm9892	861.896	868.122	875.65	740.948	657.852	1425.12	1451.48	988.389
Gm9895	28	6	0	0	0	23	0	0
Gm9898	0	6	6	2	0	0	0	0
Gm9903	0	0	0	0	0	0	0	68
Gm9905	0	0	1.01058	93.1222	185.09	45.6769	58.7801	41.5034
Gm9917	76.2962	424.337	72.3085	232.137	154.503	510.639	124.171	24.6018
Gm9922	0	0	0	0	0	0	0	25
Gm9923	204.892	199.483	241.933	59.2413	120.818	519.953	447.314	447.707
Gm9926	0	0	0	11	0	11	0	0
Gm9936	0	0	34	24	200	147	0	12
Gm9939	0.00229373	30.2234	0.0653851	69.4245	29.7588	0.00146645	9.36742	1.32E-19
Gm9949	90	19	296	105	232	197	307	225
Gm9958	0	77	124	0	343	103	2	0
Gm9967	5.74475	78.7724	2.10775	47.4884	73.1852	31.8511	6.68707	62.4666
Gm9970	13	4	2	5	0	0	0	40
Gm9973	23	23	51	46	50	62	14	17
Gm9974	10	2	0	4	0	0	15	1
Gm9978	1	1	0	6	2	2.14E-19	1	1
Gm9985	0	0	16	2	0	5	8	15
Gm9993	262.937	228.705	101.298	401.23	48.3604	265.174	155.42	48.1066
Gmcl1	2	275	213	544	4	683	780	1016
Gmds	26	0	0	51	35	0	37	4
Gmeb1	802.996	881.998	152	821.001	398	874.002	350.001	967.999
Gmeb2	1355	1029	1302	1348	1247	1500	1165	1301
Gmfb	1239	1366	1041	1973.01	1355.01	2620.99	3345.06	1994.01
Gmfg	3538.73	3839.86	7066.44	6515.73	6250.05	8199.63	5522.19	5398.41
Gmfg-ps	3727.25	4120.08	7299.61	6852.05	5635.94	8081.3	5330.94	5430.56
Gmip	2612	2453.99	3123	2632.98	1841	1969.99	3102.99	4658.98
Gmnn	0	24	62	18	35	218.909	122	51
Gmppa	558	169	216	332	214	304	448	398
Gmppb	344.019	140.996	214.091	276.995	240.478	178.092	673.76	422.973
Gmpr2	0	14.3948	47.0389	89.4706	309.319	275.699	322.12	285.463
Gmps	280	170	168	36	11.7464	592.999	660.779	802
Gna11	0	83	167	80	67	158	242	0
Gna12	290.844	119	114.436	76	57.0195	437.422	494.82	219.329
Gna13	28860.3	18802.2	21555.5	25665.4	23332.4	22956.1	15665.7	20473.6
Gna15	0	1	160	6	0	168	488	244
Gnai1	0	0	0	0	0	0	0	93
Gnai2	24340.6	26427.3	34244	26766.6	29796.8	52234.7	84143.9	72843.8
Gnai3	9472	12928	12594	9375	10583	13286	23378	21668
Gnal	94.1377	142.227	10.8412	166.987	48.9687	24.715	69.9247	28.0857
Gnaq	2118	2371	1282	2444	2993	1963	1581	1537
Gnas	5396.07	8601.57	6935.54	6085.86	5867.89	11642.2	13147.2	12192
Gnaz	4	3	3	0	5	6.00024	13	10
Gnb1	16251.5	18222	14541	16209	18188.9	31124.7	32877.8	30472.5
Gnb1-ps2	3.00133	5.00183	5	10.0032	6.00659	12.0026	9.00367	8.00178
Gnb1-ps3	3.00063	10.006	10.0012	11.0057	11.0048	17.0127	17.0061	20.0187
Gnb2	4707.98	7684.9	8183.96	6019	7214.11	15796.9	17061	16141.2
Gnb3	0	0	0	10	0	0	0	0
Gnb4	0	34	0	3	0	0	168	0
Gnb5	120	95.0001	191	19	87	182	80	135
Gne	149	0	16	0	0	2	0	0
Gng10	1908.83	1614.4	2054.07	2964.06	1700.35	3657.26	2981.97	2177.34
Gng11	6	12	32	2	0	29	0	0
Gng12	8514.73	7791.81	7659.03	11827.1	10857.7	16919.6	17014	14000.7
Gng2	2650	1425	2528.98	2454.98	1741	2012.01	2296.99	1940
Gng4	0	1	0	0	0	0	0	43
Gng5	8281.2	10077.9	10631.1	16455.1	10492	16688.3	10697.3	7955.99
Gng5-ps	96.489	119.7	135.787	228.322	82.0504	182.329	110.606	83.7569
Gng7	0	0	0	1	0	0	0	114
Gng8	0	0	10	0	0	0	0	0
Gngt2	643.998	509.001	1098	1170	983.999	2028.99	1390	1455
Gnl1	3162	2184.97	2661	2136.95	2677	1812.71	2497.45	3710.67
Gnl2	162	124	231	250	42	249	1058	538
Gnl3	1373	357	838	683	540	608	987.001	548
Gnl3l	148	232	413	140	194	114	234	442
Gnpat	272	268	117.778	258	310.42	434.001	327	353.999
Gnpda1	1817.48	2989.22	1570.2	4045.59	4385.66	4963.47	8656.47	8850.13
Gnpda2	142	74	58	275.997	218	276	452	89
Gnpnat1	88.1517	80.7729	42.834	41.2382	88.5118	554.598	233.427	118.245
Gnptab	12	15	4	0	0	109	102	0
Gnptg	175.444	265.129	364.197	554.17	704.997	336	867.553	478.73
Gns	7472.3	5581.93	3737.05	5526.97	3942.99	7198.98	8888.81	10100.2
Golga1	122	255	49	124	69	69	380	176
Golga2	455.999	576.998	299	722.002	316	416	1125	128
Golga3	148	126	199	109	172	263	401	494.001
Golga4	1107	271	274	144	129	331	593	443
Golga5	741.995	718.996	666.002	761.997	1270.01	1375.02	2130.05	2897.06
Golga7	23066.3	17244.5	16036.7	21916.8	20781.6	10774.8	10079.2	9254.9
Golga7b	0	0	43	0	0	0	0	0
Golgb1	1094.74	1781.53	1307.13	1728.94	1177.7	1433.35	1598.84	1582.51
Golim4	355	478	608.001	98	167	544	466	716.998
Golm1	19	150.043	45.0622	278.333	93.6647	321.063	756.27	590.112
Golph3	6850.25	11890.5	6284.3	7451.29	9971.69	10839.2	13983.1	14847
Golph3l	441.002	572.839	227	136	737.006	1140.01	1114.99	923.006
Golt1b	187	321	150	343	302	540	464	407
Gon4l	5.51814	127.974	101.758	178.126	52.266	31.2915	135.838	295.176
Gon7	1102.08	1540.22	1028.46	1914.65	1659.23	2080.98	1985.85	1291.8
Gopc	329	211	54	118	51	363	267	364
Gorab	177	174	47	56	91	166	92.9999	446
Gorasp1	1.86E-30	25.9558	0	1.84E-28	2.81E-13	2.23E-30	11.7471	1.17582
Gorasp2	700.945	895.946	945.956	1306.27	965.911	1835.02	2803.63	2807.98
Gosr1	1370	1266	1130	1268	1570	1340	1453	1884
Gosr2	5731.03	6465.94	5838.93	6243.95	7557.02	5591.93	7697.1	8560.82
Got1	501.999	1335	898.002	452	1415	505.001	758.999	873.995
Got2	543.863	1682.74	980.093	2093.88	1947.99	2359.39	4598.57	4159.82
